ZCTA5,CBSA,MEMI,POPPT,HUPT,AREAPT,AREALANDPT,ZPOP,ZHU,ZAREA,ZAREALAND,MPOP,MHU,MAREA,MAREALAND,ZPOPPCT,ZHUPCT,ZAREAPCT,ZAREALANDPCT,MPOPPCT,MHUPCT,MAREAPCT,MAREALANDPCT
01073,44140,1,5792,2337,74991419,72913678,5792,2337,74991419,72913678,692942,288536,4931427873,4775199911,100,100,100,100,.84,.81,1.52,1.53
01074,49340,1,319,132,273131,220752,319,132,273131,220752,798552,326788,4090093562,3912876833,100,100,100,100,.04,.04,.01,.01
01075,44140,1,17527,7162,47662551,45888980,17527,7162,47662551,45888980,692942,288536,4931427873,4775199911,100,100,100,100,2.53,2.48,.97,.96
01077,44140,1,9502,3916,81979424,79825932,9502,3916,81979424,79825932,692942,288536,4931427873,4775199911,100,100,100,100,1.37,1.36,1.66,1.67
01079,44140,1,692,325,3030136,2921898,692,325,3030136,2921898,692942,288536,4931427873,4775199911,100,100,100,100,.1,.11,.06,.06
01080,44140,1,2334,1093,4731673,4473453,2334,1093,4731673,4473453,692942,288536,4931427873,4775199911,100,100,100,100,.34,.38,.1,.09
01081,44140,1,1698,820,38112802,37544477,1698,820,38112802,37544477,692942,288536,4931427873,4775199911,100,100,100,100,.25,.28,.77,.79
01082,44140,1,9872,4590,103479330,88986353,10322,4768,135594568,119411357,692942,288536,4931427873,4775199911,95.64,96.27,76.32,74.52,1.42,1.59,2.1,1.86
01082,49340,1,450,178,32115238,30425004,10322,4768,135594568,119411357,798552,326788,4090093562,3912876833,4.36,3.73,23.68,25.48,.06,.05,.79,.78
01083,49340,1,2888,1270,41028017,40871193,2888,1270,41028017,40871193,798552,326788,4090093562,3912876833,100,100,100,100,.36,.39,1,1.04
01084,44140,1,176,88,24043877,23821014,176,88,24043877,23821014,692942,288536,4931427873,4775199911,100,100,100,100,.03,.03,.49,.5
01085,44140,1,41117,16363,158223043,155258467,41117,16363,158223043,155258467,692942,288536,4931427873,4775199911,100,100,100,100,5.93,5.67,3.21,3.25
01086,44140,1,687,0,96152,96152,687,0,96152,96152,692942,288536,4931427873,4775199911,100,0,100,100,.1,0,0,0
01088,44140,1,670,357,13505888,13468904,670,357,13505888,13468904,692942,288536,4931427873,4775199911,100,100,100,100,.1,.12,.27,.28
01089,44140,1,28391,12697,45380622,43286505,28391,12697,45380622,43286505,692942,288536,4931427873,4775199911,100,100,100,100,4.1,4.4,.92,.91
01092,49340,1,1394,591,17440457,17359776,1394,591,17440457,17359776,798552,326788,4090093562,3912876833,100,100,100,100,.17,.18,.43,.44
01093,44140,1,325,156,13080546,13063805,325,156,13080546,13063805,692942,288536,4931427873,4775199911,100,100,100,100,.05,.05,.27,.27
01094,49340,1,351,171,3112197,2942290,351,171,3112197,2942290,798552,326788,4090093562,3912876833,100,100,100,100,.04,.05,.08,.08
01095,44140,1,14319,5535,59151294,58570047,14319,5535,59151294,58570047,692942,288536,4931427873,4775199911,100,100,100,100,2.07,1.92,1.2,1.23
01096,44140,1,2217,1029,82592019,82059161,2217,1029,82592019,82059161,692942,288536,4931427873,4775199911,100,100,100,100,.32,.36,1.67,1.72
01097,44140,1,111,40,4635022,4426154,111,40,4635022,4426154,692942,288536,4931427873,4775199911,100,100,100,100,.02,.01,.09,.09
01098,44140,1,1101,610,81585142,81200703,1101,610,81585142,81200703,692942,288536,4931427873,4775199911,100,100,100,100,.16,.21,1.65,1.7
01103,44140,1,2479,1661,1397056,1191989,2479,1661,1397056,1191989,692942,288536,4931427873,4775199911,100,100,100,100,.36,.58,.03,.02
01104,44140,1,22865,9381,13722410,13509560,22865,9381,13722410,13509560,692942,288536,4931427873,4775199911,100,100,100,100,3.3,3.25,.28,.28
01105,44140,1,12350,5586,3526004,3219040,12350,5586,3526004,3219040,692942,288536,4931427873,4775199911,100,100,100,100,1.78,1.94,.07,.07
01106,44140,1,16021,6107,25422171,24090566,16021,6107,25422171,24090566,692942,288536,4931427873,4775199911,100,100,100,100,2.31,2.12,.52,.5
01107,44140,1,11611,4252,3992898,3903756,11611,4252,3992898,3903756,692942,288536,4931427873,4775199911,100,100,100,100,1.68,1.47,.08,.08
01108,44140,1,26688,10992,10049655,9643254,26688,10992,10049655,9643254,692942,288536,4931427873,4775199911,100,100,100,100,3.85,3.81,.2,.2
01109,44140,1,30250,10818,14582814,14094949,30250,10818,14582814,14094949,692942,288536,4931427873,4775199911,100,100,100,100,4.37,3.75,.3,.3
01118,44140,1,14071,5911,9573080,9312203,14071,5911,9573080,9312203,692942,288536,4931427873,4775199911,100,100,100,100,2.03,2.05,.19,.2
01119,44140,1,14152,5185,9436036,9194297,14152,5185,9436036,9194297,692942,288536,4931427873,4775199911,100,100,100,100,2.04,1.8,.19,.19
01128,44140,1,2631,1077,2894144,2892857,2631,1077,2894144,2892857,692942,288536,4931427873,4775199911,100,100,100,100,.38,.37,.06,.06
01129,44140,1,7019,2982,9105878,8867992,7019,2982,9105878,8867992,692942,288536,4931427873,4775199911,100,100,100,100,1.01,1.03,.18,.19
01151,44140,1,8698,3699,6598855,6134290,8698,3699,6598855,6134290,692942,288536,4931427873,4775199911,100,100,100,100,1.26,1.28,.13,.13
01199,44140,1,0,0,28277,28277,0,0,28277,28277,692942,288536,4931427873,4775199911,0,0,100,100,0,0,0,0
01201,38340,1,46504,22443,143810955,137058017,46504,22443,143810955,137058017,131219,68508,2451237841,2400465435,100,100,100,100,35.44,32.76,5.87,5.71
01220,38340,1,8603,4434,63893479,63689337,8603,4434,63893479,63689337,131219,68508,2451237841,2400465435,100,100,100,100,6.56,6.47,2.61,2.65
01222,38340,1,829,361,8898719,8565484,829,361,8898719,8565484,131219,68508,2451237841,2400465435,100,100,100,100,.63,.53,.36,.36
01223,38340,1,2314,1986,185948005,180653860,2314,1986,185948005,180653860,131219,68508,2451237841,2400465435,100,100,100,100,1.76,2.9,7.59,7.53
01224,38340,1,182,81,802753,720507,182,81,802753,720507,131219,68508,2451237841,2400465435,100,100,100,100,.14,.12,.03,.03
01225,38340,1,3117,1466,66846521,65025449,3117,1466,66846521,65025449,131219,68508,2451237841,2400465435,100,100,100,100,2.38,2.14,2.73,2.71
01226,38340,1,6945,2993,68686266,68319649,6945,2993,68686266,68319649,131219,68508,2451237841,2400465435,100,100,100,100,5.29,4.37,2.8,2.85
01229,38340,1,95,61,1899054,1897309,95,61,1899054,1897309,131219,68508,2451237841,2400465435,100,100,100,100,.07,.09,.08,.08
01230,38340,1,8430,4633,241562935,237032746,8430,4633,241562935,237032746,131219,68508,2451237841,2400465435,100,100,100,100,6.42,6.76,9.85,9.87
01235,38340,1,2766,1507,121008472,118213863,2766,1507,121008472,118213863,131219,68508,2451237841,2400465435,100,100,100,100,2.11,2.2,4.94,4.92
01236,38340,1,1509,784,12595870,12437975,1509,784,12595870,12437975,131219,68508,2451237841,2400465435,100,100,100,100,1.15,1.14,.51,.52
01237,38340,1,2496,1334,161262311,160121626,2496,1334,161262311,160121626,131219,68508,2451237841,2400465435,100,100,100,100,1.9,1.95,6.58,6.67
01238,38340,1,6047,3155,92924069,90217712,6047,3155,92924069,90217712,131219,68508,2451237841,2400465435,100,100,100,100,4.61,4.61,3.79,3.76
01240,38340,1,4534,2920,56533395,55374233,4534,2920,56533395,55374233,131219,68508,2451237841,2400465435,100,100,100,100,3.46,4.26,2.31,2.31
01242,38340,1,476,214,1313357,1288423,476,214,1313357,1288423,131219,68508,2451237841,2400465435,100,100,100,100,.36,.31,.05,.05
01243,44140,1,334,188,48363963,48306686,334,188,48363963,48306686,692942,288536,4931427873,4775199911,100,100,100,100,.05,.07,.98,1.01
01244,38340,1,151,84,6416084,6345198,151,84,6416084,6345198,131219,68508,2451237841,2400465435,100,100,100,100,.12,.12,.26,.26
01245,38340,1,985,914,74515081,72467551,985,914,74515081,72467551,131219,68508,2451237841,2400465435,100,100,100,100,.75,1.33,3.04,3.02
01247,38340,1,16087,7785,137515619,136035510,16087,7785,137515619,136035510,131219,68508,2451237841,2400465435,100,100,100,100,12.26,11.36,5.61,5.67
01253,38340,1,731,568,48354960,47310437,731,568,48354960,47310437,131219,68508,2451237841,2400465435,100,100,100,100,.56,.83,1.97,1.97
01254,38340,1,972,591,37860460,37713379,972,591,37860460,37713379,131219,68508,2451237841,2400465435,100,100,100,100,.74,.86,1.54,1.57
01255,38340,1,915,671,137224308,134177247,915,671,137224308,134177247,131219,68508,2451237841,2400465435,100,100,100,100,.7,.98,5.6,5.59
01256,38340,1,692,357,93290584,92838285,692,357,93290584,92838285,131219,68508,2451237841,2400465435,100,100,100,100,.53,.52,3.81,3.87
01257,38340,1,2121,1231,96070657,93848678,2121,1231,96070657,93848678,131219,68508,2451237841,2400465435,100,100,100,100,1.62,1.8,3.92,3.91
01258,38340,1,374,338,67239485,66839821,374,338,67239485,66839821,131219,68508,2451237841,2400465435,100,100,100,100,.29,.49,2.74,2.78
01259,38340,1,635,431,67635344,65593267,635,431,67635344,65593267,131219,68508,2451237841,2400465435,100,100,100,100,.48,.63,2.76,2.73
01260,38340,1,240,134,6605501,6503634,240,134,6605501,6503634,131219,68508,2451237841,2400465435,100,100,100,100,.18,.2,.27,.27
01262,38340,1,1238,1068,33295025,31167340,1238,1068,33295025,31167340,131219,68508,2451237841,2400465435,100,100,100,100,.94,1.56,1.36,1.3
01264,38340,1,137,109,29515501,29425420,137,109,29515501,29425420,131219,68508,2451237841,2400465435,100,100,100,100,.1,.16,1.2,1.23
01266,38340,1,1463,1096,68254509,67473737,1463,1096,68254509,67473737,131219,68508,2451237841,2400465435,100,100,100,100,1.11,1.6,2.78,2.81
01267,38340,1,7989,3202,141636032,141293372,7989,3202,141636032,141293372,131219,68508,2451237841,2400465435,100,100,100,100,6.09,4.67,5.78,5.89
01270,38340,1,778,441,82932933,82512104,778,441,82932933,82512104,131219,68508,2451237841,2400465435,100,100,100,100,.59,.64,3.38,3.44
01301,44140,1,17700,8485,67408862,66020418,17700,8485,67408862,66020418,692942,288536,4931427873,4775199911,100,100,100,100,2.55,2.94,1.37,1.38
01330,44140,1,1506,771,86945680,86313800,1506,771,86945680,86313800,692942,288536,4931427873,4775199911,100,100,100,100,.22,.27,1.76,1.81
01331,49340,1,13263,6028,141430604,137844144,13263,6028,141430604,137844144,798552,326788,4090093562,3912876833,100,100,100,100,1.66,1.84,3.46,3.52
01337,44140,1,2596,1165,96571102,96405836,2596,1165,96571102,96405836,692942,288536,4931427873,4775199911,100,100,100,100,.37,.4,1.96,2.02
01338,44140,1,187,82,8958906,8946607,187,82,8958906,8946607,692942,288536,4931427873,4775199911,100,100,100,100,.03,.03,.18,.19
01339,44140,1,1438,787,143022237,142392158,1438,787,143022237,142392158,692942,288536,4931427873,4775199911,100,100,100,100,.21,.27,2.9,2.98
01340,44140,1,1701,954,115089189,114430561,1701,954,115089189,114430561,692942,288536,4931427873,4775199911,100,100,100,100,.25,.33,2.33,2.4
01341,44140,1,1833,801,92891268,92426089,1833,801,92891268,92426089,692942,288536,4931427873,4775199911,100,100,100,100,.26,.28,1.88,1.94
01342,44140,1,1492,518,48402705,46190734,1492,518,48402705,46190734,692942,288536,4931427873,4775199911,100,100,100,100,.22,.18,.98,.97
01343,38340,1,75,38,12692386,12615499,75,38,12692386,12615499,131219,68508,2451237841,2400465435,100,100,100,100,.06,.06,.52,.53
01344,44140,1,1498,654,36656124,35313664,1498,654,36656124,35313664,692942,288536,4931427873,4775199911,100,100,100,100,.22,.23,.74,.74
01346,44140,1,533,429,54478938,54379277,533,429,54478938,54379277,692942,288536,4931427873,4775199911,100,100,100,100,.08,.15,1.1,1.14
01347,44140,1,166,75,1716302,1495232,166,75,1716302,1495232,692942,288536,4931427873,4775199911,100,100,100,100,.02,.03,.03,.03
01349,44140,1,1091,496,20447856,19874430,1091,496,20447856,19874430,692942,288536,4931427873,4775199911,100,100,100,100,.16,.17,.41,.42
01350,44140,1,121,77,28042129,27768017,121,77,28042129,27768017,692942,288536,4931427873,4775199911,100,100,100,100,.02,.03,.57,.58
01351,44140,1,2270,1032,55324631,54198079,2270,1032,55324631,54198079,692942,288536,4931427873,4775199911,100,100,100,100,.33,.36,1.12,1.13
01354,44140,1,1500,608,38313116,35647707,1500,608,38313116,35647707,692942,288536,4931427873,4775199911,100,100,100,100,.22,.21,.78,.75
01355,44140,1,878,418,158390386,122713549,878,418,158390386,122713549,692942,288536,4931427873,4775199911,100,100,100,100,.13,.14,3.21,2.57
01360,44140,1,3032,1391,91609438,88796644,3032,1391,91609438,88796644,692942,288536,4931427873,4775199911,100,100,100,100,.44,.48,1.86,1.86
01364,44140,1,7969,3652,104457839,101602863,7969,3652,104457839,101602863,692942,288536,4931427873,4775199911,100,100,100,100,1.15,1.27,2.12,2.13
01366,49340,1,1277,566,106103277,104649746,1277,566,106103277,104649746,798552,326788,4090093562,3912876833,100,100,100,100,.16,.17,2.59,2.67
01367,44140,1,522,300,70497563,68727436,522,300,70497563,68727436,692942,288536,4931427873,4775199911,100,100,100,100,.08,.1,1.43,1.44
01368,49340,1,1261,578,110198232,108369099,1261,578,110198232,108369099,798552,326788,4090093562,3912876833,100,100,100,100,.16,.18,2.69,2.77
01370,44140,1,4084,1976,130429524,129031063,4084,1976,130429524,129031063,692942,288536,4931427873,4775199911,100,100,100,100,.59,.68,2.64,2.7
01373,44140,1,4600,2076,64048346,62576781,4600,2076,64048346,62576781,692942,288536,4931427873,4775199911,100,100,100,100,.66,.72,1.3,1.31
01375,44140,1,3684,1729,38205458,36856254,3684,1729,38205458,36856254,692942,288536,4931427873,4775199911,100,100,100,100,.53,.6,.77,.77
01376,44140,1,5247,2503,8615597,7149877,5247,2503,8615597,7149877,692942,288536,4931427873,4775199911,100,100,100,100,.76,.87,.17,.15
01378,44140,1,774,441,88927760,88114809,774,441,88927760,88114809,692942,288536,4931427873,4775199911,100,100,100,100,.11,.15,1.8,1.85
01379,44140,1,813,420,79195754,78233305,813,420,79195754,78233305,692942,288536,4931427873,4775199911,100,100,100,100,.12,.15,1.61,1.64
01420,49340,1,40337,17128,80299131,78520256,40337,17128,80299131,78520256,798552,326788,4090093562,3912876833,100,100,100,100,5.05,5.24,1.96,2.01
01430,49340,1,6089,2606,102557826,95807807,6089,2606,102557826,95807807,798552,326788,4090093562,3912876833,100,100,100,100,.76,.8,2.51,2.45
01431,14460,1,3074,1191,62391754,61389725,3074,1191,62391754,61389725,4552402,1883206,11687228181,9032348482,100,100,100,100,.07,.06,.53,.68
01432,14460,1,7089,3422,23107879,21888062,7089,3422,23107879,21888062,4552402,1883206,11687228181,9032348482,100,100,100,100,.16,.18,.2,.24
01434,14460,1,338,40,3633440,3407436,1795,122,14079442,13678208,4552402,1883206,11687228181,9032348482,18.83,32.79,25.81,24.91,.01,0,.03,.04
01434,49340,1,1457,82,10446002,10270772,1795,122,14079442,13678208,798552,326788,4090093562,3912876833,81.17,67.21,74.19,75.09,.18,.03,.26,.26
01436,49340,1,3336,1214,25356438,24849921,3336,1214,25356438,24849921,798552,326788,4090093562,3912876833,100,100,100,100,.42,.37,.62,.64
01438,49340,1,559,214,1451865,1403430,559,214,1451865,1403430,798552,326788,4090093562,3912876833,100,100,100,100,.07,.07,.04,.04
01440,49340,1,20347,9179,64756674,62268795,20347,9179,64756674,62268795,798552,326788,4090093562,3912876833,100,100,100,100,2.55,2.81,1.58,1.59
01450,14460,1,10646,3989,87429674,84853731,10646,3989,87429674,84853731,4552402,1883206,11687228181,9032348482,100,100,100,100,.23,.21,.75,.94
01451,49340,1,4747,1824,51233907,49550919,4747,1824,51233907,49550919,798552,326788,4090093562,3912876833,100,100,100,100,.59,.56,1.25,1.27
01452,49340,1,4382,1662,108780003,106373488,4382,1662,108780003,106373488,798552,326788,4090093562,3912876833,100,100,100,100,.55,.51,2.66,2.72
01453,49340,1,40883,17912,75105748,73735859,40883,17912,75105748,73735859,798552,326788,4090093562,3912876833,100,100,100,100,5.12,5.48,1.84,1.88
01460,14460,1,8924,3477,45374728,42791669,8924,3477,45374728,42791669,4552402,1883206,11687228181,9032348482,100,100,100,100,.2,.18,.39,.47
01462,49340,1,10086,4133,71849369,68579436,10086,4133,71849369,68579436,798552,326788,4090093562,3912876833,100,100,100,100,1.26,1.26,1.76,1.75
01463,14460,1,11497,4348,60079702,58533407,11497,4348,60079702,58533407,4552402,1883206,11687228181,9032348482,100,100,100,100,.25,.23,.51,.65
01464,14460,1,7211,2427,39088905,38884871,7211,2427,39088905,38884871,4552402,1883206,11687228181,9032348482,100,100,100,100,.16,.13,.33,.43
01467,49340,1,316,141,4937665,4908783,316,141,4937665,4908783,798552,326788,4090093562,3912876833,100,100,100,100,.04,.04,.12,.13
01468,49340,1,4021,1671,56114089,55425624,4021,1671,56114089,55425624,798552,326788,4090093562,3912876833,100,100,100,100,.5,.51,1.37,1.42
01469,14460,1,6801,2572,59868179,59261468,6801,2572,59868179,59261468,4552402,1883206,11687228181,9032348482,100,100,100,100,.15,.14,.51,.66
01473,49340,1,7277,2960,96486316,91766611,7277,2960,96486316,91766611,798552,326788,4090093562,3912876833,100,100,100,100,.91,.91,2.36,2.35
01474,14460,1,2125,813,25768885,25690700,2125,813,25768885,25690700,4552402,1883206,11687228181,9032348482,100,100,100,100,.05,.04,.22,.28
01475,49340,1,10270,4179,113702298,110986284,10270,4179,113702298,110986284,798552,326788,4090093562,3912876833,100,100,100,100,1.29,1.28,2.78,2.84
01501,49340,1,16075,6770,42438308,40018190,16075,6770,42438308,40018190,798552,326788,4090093562,3912876833,100,100,100,100,2.01,2.07,1.04,1.02
01503,49340,1,2866,1189,34122186,33598202,2866,1189,34122186,33598202,798552,326788,4090093562,3912876833,100,100,100,100,.36,.36,.83,.86
01504,49340,1,9026,3628,29504310,28685128,9026,3628,29504310,28685128,798552,326788,4090093562,3912876833,100,100,100,100,1.13,1.11,.72,.73
01505,49340,1,4355,1778,51161090,41598694,4355,1778,51161090,41598694,798552,326788,4090093562,3912876833,100,100,100,100,.55,.54,1.25,1.06
01506,49340,1,3390,1493,42996243,40266781,3390,1493,42996243,40266781,798552,326788,4090093562,3912876833,100,100,100,100,.42,.46,1.05,1.03
01507,49340,1,12981,4885,113433493,109254326,12981,4885,113433493,109254326,798552,326788,4090093562,3912876833,100,100,100,100,1.63,1.49,2.77,2.79
01510,49340,1,13606,6397,18824427,14645926,13606,6397,18824427,14645926,798552,326788,4090093562,3912876833,100,100,100,100,1.7,1.96,.46,.37
01515,49340,1,2183,931,26948002,25514944,2183,931,26948002,25514944,798552,326788,4090093562,3912876833,100,100,100,100,.27,.28,.66,.65
01516,49340,1,8500,3306,99221341,95201650,8500,3306,99221341,95201650,798552,326788,4090093562,3912876833,100,100,100,100,1.06,1.01,2.43,2.43
01518,49340,1,2974,1326,24901797,22976455,2974,1326,24901797,22976455,798552,326788,4090093562,3912876833,100,100,100,100,.37,.41,.61,.59
01519,49340,1,6595,2539,28540350,28261149,6595,2539,28540350,28261149,798552,326788,4090093562,3912876833,100,100,100,100,.83,.78,.7,.72
